contract_id,churn_sn,duracao,ciclo,qtd_atendimentos,tme_recepcao_medio,tme_preconsulta_medio,tme_consulta_medio,tme_total_medio,tma_recepcao_medio,tma_preconsulta_medio,tma_consulta_medio,tma_posconsulta_medio,tm_total_medio,espera_senha_ate_consulta_medio,qtd_com_tme_rec,qtd_com_tme_pre,qtd_com_tme_con,qtd_com_stamps
827bc290-87a0-11ee-878f-b324555c1aea-2,S,12,2o+,12,319,281,2076,2339,129,120,426,159,2871,2445,9,1,12,12
827c2960-778b-11f0-bb82-a5e2428bd50b-1,S,6,1o,2,,,7,7,,,684,,691,7,0,0,2,2
827d4eb0-274d-11ef-a5c5-d392b4fd4890-1,S,12,1o,9,,,6,6,,,911,,917,6,0,0,9,9
827e1bb0-0d0e-11ee-87eb-49dd09deaf52-2,S,12,2o+,6,378,,1475,1727,91,,807,119,2617,1810,4,0,6,6
827e4f30-7241-11ed-8981-31d3e9972888-3,S,12,2o+,14,446,522,1038,1187,129,554,461,72,2014,1553,7,2,12,14
827e7fa0-fdaa-11ee-b3b4-5d9ab9116cec-3,N,6,2o+,4,138,,1121,1259,182,,660,,2101,1441,4,0,4,4
827e7fa0-fdaa-11ee-b3b4-5d9ab9116cec-4,N,6,2o+,1,563,,213,776,82,,673,108,1531,858,1,0,1,1
827e9600-ca16-11ef-b8d9-17d763cc1aee-1,N,12,1o,13,154,448,1616,1781,766,216,441,133,2853,2445,11,1,13,13
827ea990-9baa-11f0-8b01-7965851a7bf0-1,N,6,1o,2,678,,1706,2045,439,,1001,56,3265,2264,1,0,2,2
82817450-c13a-11ee-8e03-b7c9eee53f4a-2,N,12,2o+,6,246,282,794,664,62,70,1160,65,2207,1047,1,2,4,6
82823a10-06c5-11ed-961d-2bf5af6fbdcd-3,N,12,2o+,8,329,,2748,2830,111,,322,203,3194,2872,2,0,8,8
82823da0-9a41-11ef-858a-992413dd721c-2,N,6,2o+,1,732,,3564,4296,112,,519,,4927,4408,1,0,1,1
828263b0-2c16-11ee-ab42-f90f55ca709b-4,S,6,2o+,6,153,,919,664,89,,710,,1750,1040,2,0,4,6
82827b40-c075-11ee-ae00-03c1240530b2-2,S,12,2o+,11,2293,102,377,458,38,302,1830,,2598,768,1,1,7,11
828436c0-dfcc-11ef-b3d9-2be842c88b1f-1,S,12,1o,5,169,226,361,586,164,115,409,63,1172,763,4,2,5,5
828445d0-8897-11ee-b295-cd500a0b49fb-2,S,12,2o+,5,36,160,180,258,95,197,871,251,1246,375,2,2,5,5
82847f70-ccf5-11ef-a4b0-857c783774e7-1,N,12,1o,6,154,179,2220,2433,90,64,707,275,3251,2545,6,2,6,6
8284df00-7917-11f0-8428-0f5b890241a4-1,N,6,1o,8,264,445,2805,3124,146,494,538,460,3869,3332,8,1,8,8
8284e050-72c7-11f0-bd4c-cd9834b530e7-1,S,6,1o,6,230,251,640,919,89,98,179,119,1206,1027,4,3,6,6
8284e8a0-7ce8-11ef-b21f-c11556e82a38-1,S,12,1o,2,613,348,1237,2024,178,15,970,,3178,2209,2,1,2,2
8285eed0-fa83-11ef-80dd-f5524dbe4e41-1,N,6,1o,7,98,657,1126,1383,254,107,570,2012,2165,1595,5,2,7,7
82862330-2642-11ee-b401-75fa2a452ca5-2,N,12,2o+,1,148,1155,108,1411,74,64,352,14,1901,1549,1,1,1,1
82862f90-0e50-11f0-aa14-b32769ad6080-1,S,6,1o,1,80,,2365,2445,35,,522,177,3002,2480,1,0,1,1
8287beb0-4b82-11ee-8404-8fcb3036a389-2,N,12,2o+,5,208,,382,430,254,,312,292,1317,601,3,0,4,5
82888450-6325-11f0-8f48-0baf5db163a9-1,S,6,1o,2,,,8,8,,,714,,722,8,0,0,2,2
82898d50-f138-11ef-829c-3dcd03f3d4cc-1,S,12,1o,21,149,476,525,621,75,49,1224,79,1802,646,4,3,21,21
828998b0-96b4-11ef-9fb9-c9dace7c25e5-2,S,6,2o+,2,,,7,7,,,450,,457,7,0,0,2,2
828b4e10-059c-11f0-8708-b355111af2fd-1,N,6,1o,2,,,7,7,,,179,,185,7,0,0,2,2
828b4e10-059c-11f0-8708-b355111af2fd-2,N,6,2o+,2,,,8,8,,,232,,240,8,0,0,2,2
828c07f0-b8b2-11f0-a70c-abc12901a3a1-1,S,6,1o,6,48,,1920,1960,157,,602,170,2692,2091,5,0,6,6
828c2d30-a724-11ee-9989-dd0386350a9c-3,S,6,2o+,6,,,6,5,,,806,,812,6,0,0,5,6
828c72b0-0920-11ee-ab66-9d4cafd78dac-2,S,12,2o+,1,,470,2598,3068,105,12,491,25,3609,3118,0,1,1,1
828c94c0-fdd4-11ef-a64b-870a7b059dbe-1,S,6,1o,1,125,429,2909,3463,34,35,206,,3738,3532,1,1,1,1
828cbb20-3714-11f0-bd6f-1151439efc18-1,S,6,1o,6,312,,1750,1958,241,,1001,146,3120,2119,4,0,6,6
828d44b0-00cc-11f0-bf40-7dffd62b17e6-1,S,6,1o,11,187,378,1011,1216,114,93,571,133,1875,1304,6,3,11,11
828e9c70-dcaa-11ef-b71a-5500e342df2c-1,N,6,1o,6,89,,3185,3274,1210,,503,,4986,4484,6,0,6,6
828eecd0-26f2-11ee-8150-916f20f43eea-2,S,12,2o+,14,248,430,1811,2173,92,101,570,197,2869,2299,10,6,14,14
828f36d0-8fe2-11f0-a366-ebdb4de23f57-1,N,6,1o,7,236,221,1870,2138,274,137,401,389,2833,2431,7,1,7,7
828fd750-76ad-11f0-aeac-6fca834a880f-1,N,6,1o,5,110,496,1331,1893,64,108,515,83,2554,2039,3,5,5,5
8290d390-5c3b-11ef-9297-83ab021de99f-3,N,6,2o+,2,45,,382,427,64,,452,,942,491,2,0,2,2
829116c0-a04c-11ef-8ff5-b11a92633bcf-1,S,12,1o,7,110,344,1779,1907,110,165,285,164,2294,2009,5,1,7,7
82916a10-b8a4-11ef-b0bc-4b437ecebaf5-1,N,6,1o,3,83,815,2568,2922,227,401,1862,3,5144,3283,3,1,3,3
82916a10-b8a4-11ef-b0bc-4b437ecebaf5-2,N,6,2o+,9,422,75,2536,2966,122,130,664,23,3767,3103,9,1,9,9
8291d150-4a9d-11ef-88e5-1929c07f5b57-1,N,12,1o,1,125,,1414,1539,94,,332,84,1965,1633,1,0,1,1
8291e3b0-2d2e-11f0-8b30-917836c072e4-1,N,12,1o,2,441,210,877,1423,162,51,106,213,1715,1610,2,1,2,2
8291fa90-2b48-11f0-ba37-6396099a896c-1,S,6,1o,4,252,236,1476,1595,147,84,624,95,2804,2179,4,4,3,4
8291fff0-8caa-11ef-ad70-611f229f2256-2,N,6,2o+,6,334,726,2836,3356,171,570,519,577,4207,3688,5,2,6,6
8291fff0-8caa-11ef-ad70-611f229f2256-3,N,6,2o+,2,103,,1388,1439,120,,778,339,2277,1499,1,0,2,2
82922cf0-cca6-11ef-b355-71b389a93e07-1,S,6,1o,5,432,135,1122,1522,162,130,575,585,2279,1703,4,2,5,5
8292bd20-73f2-11f0-80c4-fbbc683b435a-1,S,6,1o,7,693,2921,1876,2887,174,18,429,5,3468,3039,6,1,7,7
8292bd40-37d2-11f0-9ffe-ef64dd9e51fa-1,S,6,1o,11,184,191,1536,1671,83,206,665,269,2441,1776,6,2,11,11
82945bd0-1560-11f0-84dc-1fb01e85d01a-1,N,12,1o,1,1211,1138,879,3228,78,51,717,,4074,3357,1,1,1,1
82962190-f3d7-11ef-8ad0-93013855ec6f-1,N,12,1o,9,157,180,1222,1364,93,38,540,216,1980,1440,7,1,9,9
82973eb0-9cd2-11ef-89ef-d1b2318110ff-1,S,12,1o,3,,,9,9,,,310,,319,9,0,0,3,3
8297c5f0-e968-11ef-88b6-b923b15a8d58-1,N,6,1o,4,324,682,1749,2585,96,213,640,,3480,2840,4,3,4,4
8297c5f0-e968-11ef-88b6-b923b15a8d58-2,N,6,2o+,3,200,263,1448,1823,96,394,838,93,3019,2181,3,2,3,3
8297f8d0-d485-11ed-b468-cf71824e7b99-3,S,12,2o+,1,316,,2926,3242,35,,649,,3926,3277,1,0,1,1
82983ba0-a909-11f0-9e2e-a31a432b5ded-1,S,6,1o,29,235,,76,45,32,,274,,369,95,1,0,14,29
829859f0-a121-11ef-993a-3b0bb4ce1f2a-1,S,12,1o,10,221,462,285,325,35,1399,525,,1045,520,1,1,9,10
82987360-3bd4-11f0-bb97-c9dacd32d3d6-1,S,6,1o,7,298,469,2890,3439,125,424,650,207,4480,3830,5,5,7,7
829a9940-2f25-11ef-8846-8775b57289ed-1,S,12,1o,12,235,1288,1304,1949,97,151,564,370,2653,2089,11,4,12,12
829aad30-2cf5-11f0-9b82-ddc7105e9306-1,N,6,1o,7,331,55,1053,1392,156,142,597,178,2165,1568,7,1,7,7
829aca80-2789-11ef-8484-d9660223a6dd-1,S,12,1o,3,723,623,1094,1783,128,319,1423,152,3394,1971,2,1,3,3
829bb500-9385-11ee-8217-ed1b7c3b586c-2,N,12,2o+,5,1399,991,257,735,62,129,443,,1216,773,1,1,5,5
829efed0-7e8a-11f0-b2a7-e569a4ec916a-1,N,6,1o,4,213,,1709,1921,206,,487,56,2615,2127,4,0,4,4
829f36c0-e7f9-11ef-bbc2-ab55c3f3a4dc-1,S,12,1o,3,122,,884,1006,187,,579,,1772,1194,3,0,3,3
829f4ef0-374e-11ef-8a37-d9465722cc73-1,S,12,1o,6,447,123,2346,2738,88,97,993,132,3821,2828,5,1,6,6
829ff940-c119-11ef-b991-bd00e8ce0c10-1,N,6,1o,7,167,188,1052,1330,162,93,607,230,2142,1535,6,5,7,7
829ff940-c119-11ef-b991-bd00e8ce0c10-2,S,6,2o+,1,199,1289,1422,2910,58,32,747,,3747,3000,1,1,1,1
82a0afc0-5b43-11ef-a509-dbac247785d5-1,N,12,1o,3,92,213,2180,2352,92,305,631,123,3217,2586,1,2,3,3
82a0b0a0-8800-11ed-8c4e-e975d6e6b747-5,N,6,2o+,4,337,357,1416,1842,84,208,674,113,2651,1978,4,1,4,4
82a0fc10-4d31-11f0-bb84-81084676ac4c-1,N,6,1o,5,59,,3500,3524,100,,259,,3862,3603,2,0,5,5
82a13b30-f110-11ef-9cf1-a513387fa9d4-1,S,12,1o,14,258,215,1740,1874,118,177,810,132,3000,2190,9,6,13,14
82a18b70-57bb-11ee-84b5-e30b31ac1b71-2,N,12,2o+,2,,45,434,456,89,176,605,95,1157,553,0,1,2,2
82a391c0-aea5-11f0-b8ad-8132726bd653-1,N,6,1o,1,,,7,7,,,482,,489,7,0,0,1,1
82a4dba0-00dd-11f0-8aa8-73dc92edf327-1,N,6,1o,2,,,6,6,,,995,,1001,6,0,0,2,2
82a4dba0-00dd-11f0-8aa8-73dc92edf327-2,N,6,2o+,1,,,8,8,,,217,,225,8,0,0,1,1
82a57780-5ca7-11ee-9ea3-e73ee3126232-4,S,6,2o+,1,9,,936,945,275,,2,,1222,1220,1,0,1,1
82a5e9b0-1b8f-11f0-9292-9f9d5abb66a4-1,S,6,1o,5,104,,644,577,172,,434,288,1285,851,3,0,4,5
82a67630-690e-11ee-ad41-c7457174e990-5,N,6,2o+,8,244,1254,3235,3575,101,230,723,185,4337,3704,6,1,8,8
82a6aff0-dcb8-11ef-bbc7-c3f31270a1f3-1,S,12,1o,6,811,,1150,1499,136,,1632,,3245,1935,4,0,5,6
82a6df10-13c3-11f0-8257-75c6ff51d9a5-1,S,6,1o,3,408,591,1246,2048,298,84,722,143,3124,2402,3,2,3,3
82a78ef0-2302-11ee-b689-9d45c3e0eb5b-2,N,12,2o+,1,19,,1729,1748,269,,923,,2940,2017,1,0,1,1
82a83690-df29-11ef-b386-cb85c392b250-1,S,6,1o,9,360,,1833,2193,151,,1275,315,3619,2344,9,0,9,9
82a84ca0-8377-11f0-9aec-4bd76a350c60-1,N,6,1o,13,537,1731,1206,1793,268,192,571,383,2606,2035,11,1,13,13
82a87580-107d-11f0-8266-7fac46797ac0-1,N,6,1o,6,669,,1306,1864,84,,1074,215,3008,1933,5,0,6,6
82aa3010-fb7d-11ef-9249-ff30e9b1a93b-1,N,6,1o,4,142,343,2783,3011,140,273,735,128,3955,3220,4,1,4,4
82aa3010-fb7d-11ef-9249-ff30e9b1a93b-2,N,6,2o+,12,151,287,1243,1489,94,64,635,211,2229,1594,10,5,12,12
82aa4d40-8cdf-11f0-84a5-f9439155259c-1,N,6,1o,4,173,,1027,1157,73,,960,254,2172,1212,3,0,4,4
82aa7580-e484-11ef-83bc-9b9146c46163-1,S,12,1o,11,126,909,1597,1865,74,120,364,195,2318,1954,9,2,11,11
82ab2a20-51a3-11f0-b0c7-b5b9823de210-1,S,6,1o,2,,,,0,,,,,,,0,0,0,2
82ab68b0-7fe3-11ef-9152-cd2d8cfd639b-1,S,12,1o,4,280,73,711,939,64,8,473,192,1463,990,3,1,4,4
82ab6da0-b8f0-11f0-8c7f-cbf16b9cd0b0-1,S,6,1o,1,678,354,998,2030,94,15,351,,2490,2139,1,1,1,1
82ab95d0-6e1f-11f0-9981-4559d168b808-1,S,6,1o,8,142,1153,736,1022,318,46,149,,1495,1346,8,1,8,8
82ac57a0-4d3a-11f0-ad45-6d7282a0b020-1,S,6,1o,5,128,385,1119,1323,137,654,914,37,2505,1591,5,1,5,5
82ac7060-7f59-11ee-9c93-cbb0f1caabb7-2,S,12,2o+,10,267,97,309,394,249,131,460,230,1046,586,4,1,9,10
82ac73c0-df12-11ef-b471-f3b019b96bfd-1,N,12,1o,3,293,1364,1267,1917,150,231,495,100,2589,2094,2,1,3,3
82ac97b0-de4a-11ef-9632-6578b7402a60-1,N,12,1o,7,254,,248,320,106,,818,730,1168,350,2,0,7,7
82ac9da0-c33f-11ed-9171-2fe04724fe3d-3,N,12,2o+,7,103,450,1304,1427,201,115,557,258,2116,1558,4,1,7,7
82acc600-21ba-11f0-a710-79185453549b-1,S,6,1o,5,346,570,2611,3071,171,357,371,250,3684,3313,5,1,5,5
82acfd20-888f-11ee-8eef-c3b8c247dc5e-2,S,12,2o+,39,230,603,2042,2362,104,204,648,162,3299,2578,37,10,38,39
82acff10-2d29-11f0-9805-cd0860dd61b1-1,N,12,1o,4,391,205,889,1234,61,99,163,8,1467,1304,3,1,4,4
82ad10f0-9475-11f0-aff4-df8fcb31c196-1,N,6,1o,3,79,,2437,2516,195,,460,185,3172,2711,3,0,3,3
82aeefd0-d682-11ef-927c-1fab70efc241-1,S,12,1o,3,601,,2107,2507,149,,61,,2668,2606,2,0,3,3
82b0b1b0-a286-11ef-8e3f-dfbe9dd164bd-2,S,6,2o+,1,,,6,6,,,347,83,353,6,0,0,1,1
82b0e6a0-581e-11f0-8dd6-692c8f8015a3-1,S,6,1o,4,65,260,287,368,68,238,555,,1000,445,1,1,4,4
82b150c0-6801-11f0-9f60-b1cfd0f724f7-1,S,6,1o,2,582,901,1277,2310,86,35,813,13,3226,2413,2,1,2,2
82b1a050-8dda-11ee-8d92-013f0b2e3539-2,N,12,2o+,7,556,205,414,602,247,189,482,,1181,699,2,1,7,7
82b2f3d0-60bf-11ee-b762-5934e206743f-4,N,6,2o+,4,135,,1051,1152,128,,309,142,1558,1249,3,0,4,4
82b2f3d0-60bf-11ee-b762-5934e206743f-5,N,6,2o+,2,1581,,1360,2150,64,,548,373,2762,2214,1,0,2,2
82b33f80-8647-11ef-877d-9d311d82bd61-1,N,12,1o,8,477,,1328,1686,130,,950,74,2733,1783,6,0,8,8
82b35370-5a3d-11ef-9a39-1f4f1ec851a1-1,S,12,1o,1,68,110,2461,2639,109,55,2443,50,5246,2803,1,1,1,1
82b49060-0e41-11f0-b9ef-815d825cdc18-1,N,6,1o,6,352,160,2159,2564,81,143,535,15,3227,2692,6,2,6,6
82b49060-0e41-11f0-b9ef-815d825cdc18-2,S,6,2o+,5,192,225,4043,4280,127,127,1006,118,5439,4433,5,1,5,5
82b525c0-ba5d-11f0-8c8b-b30e205f85e0-1,S,6,1o,4,387,671,1280,2003,276,98,114,,2441,2327,4,2,4,4
82b56010-4d28-11ef-acb8-1b03e1b44455-1,N,12,1o,7,476,,1336,1744,110,,896,88,2735,1839,6,0,7,7
82b5ad80-d488-11ef-ad18-477b4e86aff5-1,S,12,1o,12,335,225,1562,1851,181,323,773,146,2813,2040,9,2,12,12
82b66840-f69f-11ef-a0fa-0dc1edfc93b5-1,N,6,1o,5,754,,1169,1772,368,,673,6,2679,2141,4,0,5,5
82b66840-f69f-11ef-a0fa-0dc1edfc93b5-2,N,6,2o+,2,389,,974,1363,75,,494,54,1932,1438,2,0,2,2
82b6ee70-28d0-11ef-b9ac-fb5feabc13a3-1,N,12,1o,4,208,22,3164,3377,136,620,830,394,4498,3668,4,1,4,4
82b73050-425d-11ef-b611-c18a1ca1eaab-1,S,12,1o,4,166,280,449,448,167,262,598,,1339,740,1,1,3,4
82b733f0-0efb-11f0-8d4e-0d668bbf8429-2,S,6,2o+,1,842,302,1019,2163,71,24,817,,3075,2258,1,1,1,1
82b75d10-2d85-11ef-b086-45b13661e939-1,S,12,1o,2,113,,2768,1441,95,,495,273,3471,2976,1,0,1,2
82b77730-7205-11f0-8a45-c160f2493a41-1,S,6,1o,7,215,421,1107,1380,67,98,884,112,2232,1348,5,2,7,7
82b7c850-7b4f-11ef-aa0f-974857708ba4-1,N,12,1o,12,366,157,1368,1546,82,500,532,303,2216,1685,5,2,12,12
82b7e4f0-63cd-11ef-a8cf-41c3bcfa1139-1,S,12,1o,5,240,46,764,410,219,154,366,308,1688,1322,2,1,2,5
82b80b80-bc96-11ee-9f60-271d23de11c0-3,S,6,2o+,1,,,6,6,,,331,,337,6,0,0,1,1
82b8a300-b58d-11f0-b718-35f04f39ce74-1,S,6,1o,1,,,11,11,,,309,143,320,11,0,0,1,1
82b92cd0-85f9-11f0-a560-a5bfb4fd3f97-1,N,6,1o,6,591,,2392,994,105,,576,9,3663,3087,2,0,2,6
82b94180-13b6-11f0-ab6d-b7a342cacc18-1,N,12,1o,4,470,880,3608,4063,73,181,942,177,5087,4144,2,1,4,4
82b94c70-2036-11f0-8de9-4f7ddc948e39-1,S,12,1o,7,235,,948,1015,60,,549,,1581,1032,2,0,7,7
82b9ddf0-116a-11f0-98ed-7998ace7bca6-1,S,6,1o,1,,,7,7,,,337,,344,7,0,0,1,1
82ba2350-5267-11ee-b878-0532a779c1b5-2,S,12,2o+,9,,,7,1,,,594,,601,7,0,0,1,9
82ba3d60-6bb9-11ef-96cd-d344fae2ccf7-2,N,6,2o+,2,28,,886,900,197,,508,,1507,999,1,0,2,2
82ba3d60-6bb9-11ef-96cd-d344fae2ccf7-3,N,6,2o+,1,,,9,9,,,279,,288,9,0,0,1,1
82bb3710-3d66-11ee-859e-57e3ca64d9ef-2,N,12,2o+,4,121,281,1513,1915,170,212,405,195,2701,2297,4,4,4,4
82bb92c0-2ce1-11f0-bf47-bdff85f923cc-1,S,6,1o,11,507,781,1334,2008,131,128,829,301,3003,2174,10,3,11,11
82bc74d0-aac6-11ef-90bc-1d1307164911-2,S,6,2o+,10,340,6156,1078,1966,198,150,633,121,2772,2140,8,1,10,10
82bd16a0-13f9-11f0-a3e8-97215f8cac35-1,S,12,1o,8,,,7,7,,,939,,946,7,0,0,7,8
82be8210-fc93-11ef-b681-ed950ce86ef3-1,S,12,1o,12,160,,601,631,56,,1197,210,1916,719,6,0,11,12
82be8360-7537-11f0-a854-0d0656e608d0-1,N,6,1o,5,,,8,8,,,471,191,479,8,0,0,5,5
82bec220-165b-11f0-ae48-ef4b0349a976-1,S,6,1o,6,90,226,4118,4230,229,131,282,227,4725,4443,5,1,6,6
82beed70-836d-11f0-b3f7-65e23b80c594-1,S,6,1o,3,294,,1840,2134,238,,576,3001,2948,2372,3,0,3,3
82c08510-69ef-11ef-953d-bd443934f66a-2,N,6,2o+,2,316,,256,414,59,,754,126,1197,444,1,0,2,2
82c097d0-e15e-11ef-bf50-016ea62bc6da-1,N,6,1o,7,270,700,1675,2007,122,3477,248,392,2856,2608,6,1,7,7
82c097d0-e15e-11ef-bf50-016ea62bc6da-2,N,6,2o+,3,804,,658,926,87,,763,,1718,955,1,0,3,3
82c14c70-3f7e-11ef-9567-7754cc08b1ac-1,N,12,1o,7,431,266,1145,1719,167,320,607,223,2765,2159,5,7,7,7
82c14eb0-dd7a-11ef-87df-3942912b404d-1,N,6,1o,5,,,7,4,,,994,132,1001,7,0,0,3,5
82c14eb0-dd7a-11ef-87df-3942912b404d-2,N,6,2o+,1,,,,0,,,,,,,0,0,0,1
82c17c70-6266-11f0-80e8-73b83633e4bf-1,S,6,1o,2,564,296,998,1710,117,991,411,34,2733,2322,2,1,2,2
82c2cd10-afb5-11ee-88b4-838c869b8b0c-2,S,12,2o+,15,218,146,764,853,98,1019,227,200,1277,1050,9,1,14,15
82c4a550-7f9a-11ed-937c-cb1cfd5db0e3-3,N,12,2o+,2,,,6,6,,,977,,983,6,0,0,2,2
82c4f920-4946-11ef-95ae-2bfb689b1a8e-2,N,6,2o+,1,926,29,86,1041,104,92,490,100,1727,1237,1,1,1,1
82c4f920-4946-11ef-95ae-2bfb689b1a8e-3,N,6,2o+,3,490,,1328,1819,78,,781,248,2678,1897,3,0,3,3
82c56230-be6a-11f0-b2b4-618d9069608f-1,N,6,1o,5,201,61,2040,2224,129,144,586,377,2971,2385,4,2,5,5
82c58b50-8781-11ef-9d36-0bf38bb63422-1,N,12,1o,5,203,69,1065,1241,144,185,444,170,1838,1394,4,1,5,5
82c6e910-fcec-11ef-b7de-339eabddd5fc-1,S,6,1o,5,702,902,876,1799,67,153,662,191,2575,1913,4,2,5,5
82c71870-160c-11f0-a55f-d341d11456a5-1,S,12,1o,1,326,,250,576,1175,,527,,2278,1751,1,0,1,1
82c89600-6ebe-11ef-8f70-614a4a3f201d-1,N,12,1o,7,445,338,943,1406,115,133,185,301,1746,1561,5,3,7,7
82c99e10-3b92-11ef-b792-8f3f49863da7-1,N,12,1o,6,354,,2158,2094,141,,732,65,3386,2654,5,0,5,6
82c9b500-6699-11ed-87e4-6bb74e76c0b7-3,N,12,2o+,6,305,260,1562,1809,194,103,438,502,2394,1956,4,1,6,6
82ca3590-8e85-11f0-986f-8f6f1a1408af-1,N,6,1o,5,229,1457,1189,1954,158,88,497,36,2644,2147,4,2,5,5
82cba070-801b-11ef-9fbf-0bb7e5a8f764-1,S,12,1o,8,355,586,1684,2581,81,172,1101,224,3925,2825,7,8,8,8
82ce72d0-d1ad-11ef-a705-a9871af59f64-1,S,12,1o,10,182,184,1710,1911,145,181,681,205,2780,2099,7,4,10,10
82ce9390-d352-11ef-9875-3b8c5edc51e7-1,S,12,1o,2,177,,2950,3127,134,,15,,3276,3261,2,0,2,2
82cef020-d720-11ef-b791-9d9854fffe57-1,N,6,1o,3,68,,2316,2384,68,,862,406,3314,2452,3,0,3,3
82cf0d40-cd06-11ef-93c3-27c575587276-1,N,12,1o,2,670,85,1555,1932,140,38,608,900,2629,2021,1,1,2,2
82cf1c70-37f2-11f0-91c5-9595223e5195-1,S,6,1o,5,30,985,237,643,74,67,488,329,1187,699,2,2,5,5
82cffce0-5e53-11ef-b9a0-33eb25ec63c6-1,S,12,1o,6,307,1075,1856,2239,164,131,398,455,2796,2398,4,1,6,6
82cfffd0-e7ae-11ef-861b-3b04c5ae70eb-1,S,12,1o,5,593,,493,730,174,,1324,306,2194,870,2,0,5,5
82d01bb0-cd27-11ef-ad87-79fae29d8b65-1,S,6,1o,4,342,595,731,1136,469,138,339,547,1861,1522,3,1,4,4
82d03e70-c9d4-11ef-a576-07ca39a54ed1-1,N,6,1o,10,195,940,1273,1865,68,366,819,182,3203,2384,8,6,9,10
82d03e70-c9d4-11ef-a576-07ca39a54ed1-2,N,6,2o+,7,375,189,1088,1544,249,209,1302,105,3244,1942,6,5,7,7
82d05640-bccb-11f0-b8e5-55430c52428a-1,S,6,1o,7,170,,1140,1286,338,,347,1128,1923,1575,6,0,7,7
82d10040-00d3-11f0-8f72-07807a7fe605-1,N,12,1o,4,688,,1623,2139,316,,1529,,3905,2376,3,0,4,4
82d1cc20-2a6b-11f0-9e84-0d62491a0893-1,S,6,1o,4,134,,950,1084,290,,1272,107,2646,1374,4,0,4,4
82d22970-fb88-11ef-a98f-e93c5bd6c86d-1,S,6,1o,4,375,534,1518,2160,96,517,945,,3458,2513,4,2,4,4
82d23600-fde4-11ef-af1e-8d11d27e605d-1,N,6,1o,1,84,,3095,3179,35,,604,2,3818,3214,1,0,1,1
82d26c20-a226-11ef-9652-11ae6e1879ee-1,S,12,1o,23,93,642,1109,1257,109,113,816,241,2135,1319,9,4,23,23
82d27480-14d7-11f0-a376-cde3d9be125b-1,S,12,1o,2,152,196,383,633,80,122,684,,1458,774,2,1,2,2
82d286a0-7597-11ed-a230-fb4687c8a780-6,S,6,2o+,2,,,7,7,,,290,15,297,7,0,0,2,2
82d2a3a0-a5de-11ef-a846-71fc76662c31-1,S,12,1o,6,158,,1831,1937,137,,529,109,2580,2051,4,0,6,6
82d2ac00-4d93-11ee-bb0b-4db8c57847f1-2,N,12,2o+,3,63,385,535,834,118,150,450,4,1502,1052,2,2,3,3
82d30af0-bd5a-11ef-99c0-67d672e49319-1,S,6,1o,3,1945,638,2868,4155,219,163,513,,4976,4464,1,3,3,3
82d386b0-2d7c-11ef-8822-cd8c5d164ae7-1,N,12,1o,3,609,455,1188,1745,119,14,355,201,2184,1829,2,1,3,3
82d3ecf0-7b7d-11ef-951e-e1c06ab27892-1,S,12,1o,10,179,458,1805,2004,169,88,498,150,2621,2123,6,2,10,10
82d44c50-de3c-11ef-af2c-d1ee0e855998-1,S,12,1o,7,116,316,1437,1216,111,55,887,535,2412,1597,6,2,5,7
82d55a00-0e9d-11f0-b1d1-1bf77b9fb3ea-1,N,6,1o,9,703,,397,343,197,,684,,1264,580,1,0,6,9
82d55a00-0e9d-11f0-b1d1-1bf77b9fb3ea-2,N,6,2o+,3,85,,970,1055,825,,188,371,2068,1880,3,0,3,3
82d59fd0-5c07-11f0-a01a-9b18269001dc-1,N,6,1o,7,73,185,2325,2404,198,53,595,97,3148,2552,5,1,7,7
82d62360-c459-11ef-8590-5b1f63aaaf4a-1,S,6,1o,2,166,419,563,939,64,9,177,,1184,1007,2,1,2,2
82d64dc0-2fa7-11ed-921d-a965dab27169-3,S,12,2o+,7,402,,1049,864,162,,342,225,1616,1274,2,0,5,7
82d66f50-df25-11ef-a637-61e3a7279f6d-1,N,12,1o,12,459,640,1886,2294,166,191,493,2670,3058,2649,12,2,11,12
82d68c40-600f-11f0-812f-910f4178975e-1,S,6,1o,8,465,7045,1552,3603,124,149,815,89,4533,3718,5,2,8,8
82d6ab30-e2fb-11ef-b486-df266d7ed59a-1,N,6,1o,9,413,412,1175,1771,103,135,716,91,2650,1934,9,4,9,9
82d6ab30-e2fb-11ef-b486-df266d7ed59a-2,N,6,2o+,5,246,,1183,1380,187,,148,304,1686,1567,4,0,5,5
82d70fb0-4dbf-11f0-8f8e-afee8011587e-1,S,6,1o,14,326,965,2298,2761,236,92,483,446,3449,2966,11,3,14,14
82d72780-c110-11ee-8a16-1d2ca69927a7-2,S,12,2o+,2,412,223,977,1611,84,231,474,,2399,1925,2,2,2,2
82d7be30-ab38-11ef-a633-a59844defdec-1,N,12,1o,13,2590,,3062,5254,100,,1088,69,6439,5350,11,0,13,13
82d9c4c0-5d97-11f0-b86b-f95654cae254-1,S,6,1o,1,110,155,2267,2532,53,170,883,4,3638,2755,1,1,1,1
82dacb20-af65-11f0-837a-b98aaa710039-1,S,6,1o,8,430,445,555,1096,78,402,386,102,1661,1274,8,2,8,8
82db6d70-4994-11ee-959e-3b2f2ea67404-2,N,12,2o+,7,145,,1835,1917,88,,488,189,2460,1972,4,0,7,7
82dba220-29a5-11f0-99d4-eb7315b45ebd-1,S,6,1o,11,875,1565,1664,2682,117,74,445,964,3250,2805,11,1,11,11
